uwi,event_date,event_type,horizon,field,effect,description
WELL_344,2024-05-08,Treatment of the near-well zone,B2,Central,2.27,Treatment of the near-well zone for well WELL_344 on horizon B2
WELL_345,2023-05-14,Hydraulic fracturing,B3,North,2.54,Hydraulic fracturing for well WELL_345 on horizon B3
WELL_345,2024-08-29,Isolation of water influx,B3,North,0.0,Isolation of water influx for well WELL_345 on horizon B3
WELL_345,2024-04-20,Hydraulic fracturing,B3,North,2.41,Hydraulic fracturing for well WELL_345 on horizon B3
WELL_345,2023-06-26,Change of horizon,B3,North,0.0,Change of horizon for well WELL_345 on horizon B3
WELL_345,2024-07-01,Change of horizon,B3,North,0.0,Change of horizon for well WELL_345 on horizon B3
WELL_346,2024-11-10,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_346 on horizon C1
WELL_346,2023-07-20,Treatment of the near-well zone,C1,South,2.88,Treatment of the near-well zone for well WELL_346 on horizon C1
WELL_346,2023-10-03,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_346 on horizon C1
WELL_349,2024-04-21,Isolation of water influx,D2,Central,0.0,Isolation of water influx for well WELL_349 on horizon D2
WELL_349,2025-01-20,Workover,D2,Central,1.96,Workover for well WELL_349 on horizon D2
WELL_351,2024-08-10,Workover,A2,South,1.59,Workover for well WELL_351 on horizon A2
WELL_351,2023-04-18,Hydraulic fracturing,A2,South,2.51,Hydraulic fracturing for well WELL_351 on horizon A2
WELL_351,2024-08-21,Treatment of the near-well zone,A2,South,2.59,Treatment of the near-well zone for well WELL_351 on horizon A2
WELL_352,2023-04-24,Pump replacement,A3,West,0.0,Pump replacement for well WELL_352 on horizon A3
WELL_353,2024-09-10,Change of horizon,B1,East,0.0,Change of horizon for well WELL_353 on horizon B1
WELL_354,2025-03-08,Change of horizon,B2,Central,0.0,Change of horizon for well WELL_354 on horizon B2
WELL_354,2024-03-01,Treatment of the near-well zone,B2,Central,1.27,Treatment of the near-well zone for well WELL_354 on horizon B2
WELL_355,2024-03-08,Workover,B3,North,2.52,Workover for well WELL_355 on horizon B3
WELL_355,2024-08-30,Treatment of the near-well zone,B3,North,2.25,Treatment of the near-well zone for well WELL_355 on horizon B3
WELL_356,2023-07-29,Treatment of the near-well zone,C1,South,2.12,Treatment of the near-well zone for well WELL_356 on horizon C1
WELL_356,2023-02-05,Treatment of the near-well zone,C1,South,1.91,Treatment of the near-well zone for well WELL_356 on horizon C1
WELL_356,2023-09-05,Hydraulic fracturing,C1,South,2.09,Hydraulic fracturing for well WELL_356 on horizon C1
WELL_356,2024-04-24,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_356 on horizon C1
WELL_357,2024-06-06,Change of horizon,C2,West,0.0,Change of horizon for well WELL_357 on horizon C2
WELL_357,2024-10-10,Isolation of water influx,C2,West,0.0,Isolation of water influx for well WELL_357 on horizon C2
WELL_357,2023-06-17,Optimization,C2,West,0.0,Optimization for well WELL_357 on horizon C2
WELL_357,2025-01-29,Hydraulic fracturing,C2,West,2.86,Hydraulic fracturing for well WELL_357 on horizon C2
WELL_358,2024-09-19,Hydraulic fracturing,D1,East,2.72,Hydraulic fracturing for well WELL_358 on horizon D1
WELL_358,2023-08-25,Optimization,D1,East,0.0,Optimization for well WELL_358 on horizon D1
WELL_358,2024-06-25,Workover,D1,East,1.17,Workover for well WELL_358 on horizon D1
WELL_359,2025-01-23,Change of horizon,D2,Central,0.0,Change of horizon for well WELL_359 on horizon D2
WELL_359,2023-10-03,Change of horizon,D2,Central,0.0,Change of horizon for well WELL_359 on horizon D2
WELL_361,2023-02-27,Optimization,A2,South,0.0,Optimization for well WELL_361 on horizon A2
WELL_361,2024-04-11,Isolation of water influx,A2,South,0.0,Isolation of water influx for well WELL_361 on horizon A2
WELL_362,2023-02-14,Isolation of water influx,A3,West,0.0,Isolation of water influx for well WELL_362 on horizon A3
WELL_363,2023-03-05,Optimization,B1,East,0.0,Optimization for well WELL_363 on horizon B1
WELL_364,2024-03-03,Well intervention,B2,Central,0.0,Well intervention for well WELL_364 on horizon B2
WELL_364,2023-06-10,Change of horizon,B2,Central,0.0,Change of horizon for well WELL_364 on horizon B2
WELL_365,2023-08-06,Hydraulic fracturing,B3,North,2.39,Hydraulic fracturing for well WELL_365 on horizon B3
WELL_365,2024-11-02,Change of horizon,B3,North,0.0,Change of horizon for well WELL_365 on horizon B3
WELL_365,2024-05-07,Well intervention,B3,North,0.0,Well intervention for well WELL_365 on horizon B3
WELL_365,2023-05-10,Optimization,B3,North,0.0,Optimization for well WELL_365 on horizon B3
WELL_366,2025-03-20,Hydraulic fracturing,C1,South,1.83,Hydraulic fracturing for well WELL_366 on horizon C1
WELL_366,2024-09-29,Hydraulic fracturing,C1,South,2.78,Hydraulic fracturing for well WELL_366 on horizon C1
WELL_366,2023-09-30,Treatment of the near-well zone,C1,South,2.89,Treatment of the near-well zone for well WELL_366 on horizon C1
WELL_366,2024-11-26,Workover,C1,South,1.2,Workover for well WELL_366 on horizon C1
WELL_366,2024-07-15,Treatment of the near-well zone,C1,South,2.82,Treatment of the near-well zone for well WELL_366 on horizon C1
WELL_368,2023-04-26,Hydraulic fracturing,D1,East,1.54,Hydraulic fracturing for well WELL_368 on horizon D1
WELL_368,2024-06-21,Hydraulic fracturing,D1,East,2.96,Hydraulic fracturing for well WELL_368 on horizon D1
WELL_368,2024-07-25,Change of horizon,D1,East,0.0,Change of horizon for well WELL_368 on horizon D1
WELL_368,2025-02-28,Change of horizon,D1,East,0.0,Change of horizon for well WELL_368 on horizon D1
WELL_368,2024-08-19,Treatment of the near-well zone,D1,East,1.77,Treatment of the near-well zone for well WELL_368 on horizon D1
WELL_369,2023-12-29,Well intervention,D2,Central,0.0,Well intervention for well WELL_369 on horizon D2
WELL_369,2024-12-06,Pump replacement,D2,Central,0.0,Pump replacement for well WELL_369 on horizon D2
WELL_370,2024-05-08,Hydraulic fracturing,A1,North,2.75,Hydraulic fracturing for well WELL_370 on horizon A1
WELL_370,2024-01-08,Treatment of the near-well zone,A1,North,2.43,Treatment of the near-well zone for well WELL_370 on horizon A1
WELL_370,2024-01-02,Well intervention,A1,North,0.0,Well intervention for well WELL_370 on horizon A1
WELL_370,2024-12-02,Isolation of water influx,A1,North,0.0,Isolation of water influx for well WELL_370 on horizon A1
WELL_370,2023-06-21,Well intervention,A1,North,0.0,Well intervention for well WELL_370 on horizon A1
WELL_371,2024-08-08,Isolation of water influx,A2,South,0.0,Isolation of water influx for well WELL_371 on horizon A2
WELL_371,2023-04-28,Well intervention,A2,South,0.0,Well intervention for well WELL_371 on horizon A2
WELL_371,2023-03-10,Well intervention,A2,South,0.0,Well intervention for well WELL_371 on horizon A2
WELL_371,2024-04-01,Treatment of the near-well zone,A2,South,1.59,Treatment of the near-well zone for well WELL_371 on horizon A2
WELL_371,2023-04-25,Optimization,A2,South,0.0,Optimization for well WELL_371 on horizon A2
WELL_372,2023-11-25,Isolation of water influx,A3,West,0.0,Isolation of water influx for well WELL_372 on horizon A3
WELL_373,2023-05-23,Hydraulic fracturing,B1,East,1.93,Hydraulic fracturing for well WELL_373 on horizon B1
WELL_374,2024-05-12,Optimization,B2,Central,0.0,Optimization for well WELL_374 on horizon B2
WELL_374,2025-02-27,Treatment of the near-well zone,B2,Central,2.96,Treatment of the near-well zone for well WELL_374 on horizon B2
WELL_375,2023-10-02,Hydraulic fracturing,B3,North,2.92,Hydraulic fracturing for well WELL_375 on horizon B3
WELL_375,2023-12-25,Treatment of the near-well zone,B3,North,2.08,Treatment of the near-well zone for well WELL_375 on horizon B3
WELL_376,2023-04-16,Optimization,C1,South,0.0,Optimization for well WELL_376 on horizon C1
WELL_376,2025-01-15,Change of horizon,C1,South,0.0,Change of horizon for well WELL_376 on horizon C1
WELL_376,2023-11-28,Well intervention,C1,South,0.0,Well intervention for well WELL_376 on horizon C1
WELL_377,2025-03-22,Hydraulic fracturing,C2,West,1.36,Hydraulic fracturing for well WELL_377 on horizon C2
WELL_377,2024-12-24,Isolation of water influx,C2,West,0.0,Isolation of water influx for well WELL_377 on horizon C2
WELL_378,2023-08-11,Change of horizon,D1,East,0.0,Change of horizon for well WELL_378 on horizon D1
WELL_378,2024-06-14,Hydraulic fracturing,D1,East,1.68,Hydraulic fracturing for well WELL_378 on horizon D1
WELL_378,2025-02-19,Change of horizon,D1,East,0.0,Change of horizon for well WELL_378 on horizon D1
WELL_379,2025-01-22,Isolation of water influx,D2,Central,0.0,Isolation of water influx for well WELL_379 on horizon D2
WELL_379,2023-02-18,Pump replacement,D2,Central,0.0,Pump replacement for well WELL_379 on horizon D2
WELL_379,2023-06-03,Isolation of water influx,D2,Central,0.0,Isolation of water influx for well WELL_379 on horizon D2
WELL_379,2024-02-11,Hydraulic fracturing,D2,Central,1.95,Hydraulic fracturing for well WELL_379 on horizon D2
WELL_380,2023-11-20,Well intervention,A1,North,0.0,Well intervention for well WELL_380 on horizon A1
WELL_380,2025-03-23,Hydraulic fracturing,A1,North,3.0,Hydraulic fracturing for well WELL_380 on horizon A1
WELL_380,2024-03-23,Workover,A1,North,1.76,Workover for well WELL_380 on horizon A1
WELL_380,2023-10-28,Well intervention,A1,North,0.0,Well intervention for well WELL_380 on horizon A1
WELL_381,2023-07-10,Workover,A2,South,1.67,Workover for well WELL_381 on horizon A2
WELL_381,2024-03-16,Optimization,A2,South,0.0,Optimization for well WELL_381 on horizon A2
WELL_381,2025-01-23,Optimization,A2,South,0.0,Optimization for well WELL_381 on horizon A2
WELL_381,2024-02-12,Well intervention,A2,South,0.0,Well intervention for well WELL_381 on horizon A2
WELL_381,2024-04-19,Pump replacement,A2,South,0.0,Pump replacement for well WELL_381 on horizon A2
WELL_382,2023-09-02,Treatment of the near-well zone,A3,West,2.96,Treatment of the near-well zone for well WELL_382 on horizon A3
WELL_382,2024-02-26,Optimization,A3,West,0.0,Optimization for well WELL_382 on horizon A3
WELL_382,2024-07-01,Optimization,A3,West,0.0,Optimization for well WELL_382 on horizon A3
WELL_382,2023-07-03,Workover,A3,West,2.66,Workover for well WELL_382 on horizon A3
WELL_382,2023-06-21,Optimization,A3,West,0.0,Optimization for well WELL_382 on horizon A3
WELL_383,2025-02-17,Workover,B1,East,2.67,Workover for well WELL_383 on horizon B1
WELL_384,2024-08-22,Isolation of water influx,B2,Central,0.0,Isolation of water influx for well WELL_384 on horizon B2
WELL_384,2024-03-28,Change of horizon,B2,Central,0.0,Change of horizon for well WELL_384 on horizon B2
WELL_384,2023-10-10,Isolation of water influx,B2,Central,0.0,Isolation of water influx for well WELL_384 on horizon B2
WELL_384,2025-02-16,Isolation of water influx,B2,Central,0.0,Isolation of water influx for well WELL_384 on horizon B2
WELL_384,2023-02-15,Pump replacement,B2,Central,0.0,Pump replacement for well WELL_384 on horizon B2
WELL_385,2024-03-19,Pump replacement,B3,North,0.0,Pump replacement for well WELL_385 on horizon B3
WELL_386,2024-01-04,Change of horizon,C1,South,0.0,Change of horizon for well WELL_386 on horizon C1
WELL_386,2024-03-27,Optimization,C1,South,0.0,Optimization for well WELL_386 on horizon C1
WELL_386,2023-03-09,Change of horizon,C1,South,0.0,Change of horizon for well WELL_386 on horizon C1
WELL_386,2023-06-30,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_386 on horizon C1
WELL_387,2025-01-27,Treatment of the near-well zone,C2,West,2.65,Treatment of the near-well zone for well WELL_387 on horizon C2
WELL_387,2025-01-19,Workover,C2,West,1.8,Workover for well WELL_387 on horizon C2
WELL_387,2024-03-15,Isolation of water influx,C2,West,0.0,Isolation of water influx for well WELL_387 on horizon C2
WELL_387,2023-09-20,Treatment of the near-well zone,C2,West,2.32,Treatment of the near-well zone for well WELL_387 on horizon C2
WELL_387,2023-02-17,Well intervention,C2,West,0.0,Well intervention for well WELL_387 on horizon C2
WELL_388,2023-08-15,Well intervention,D1,East,0.0,Well intervention for well WELL_388 on horizon D1
WELL_388,2023-11-12,Treatment of the near-well zone,D1,East,2.26,Treatment of the near-well zone for well WELL_388 on horizon D1
WELL_389,2023-08-28,Treatment of the near-well zone,D2,Central,2.39,Treatment of the near-well zone for well WELL_389 on horizon D2
WELL_389,2023-06-10,Well intervention,D2,Central,0.0,Well intervention for well WELL_389 on horizon D2
WELL_390,2024-04-10,Well intervention,A1,North,0.0,Well intervention for well WELL_390 on horizon A1
WELL_390,2023-11-14,Workover,A1,North,2.33,Workover for well WELL_390 on horizon A1
WELL_390,2023-11-10,Isolation of water influx,A1,North,0.0,Isolation of water influx for well WELL_390 on horizon A1
WELL_392,2023-04-26,Workover,A3,West,2.54,Workover for well WELL_392 on horizon A3
WELL_392,2024-07-12,Isolation of water influx,A3,West,0.0,Isolation of water influx for well WELL_392 on horizon A3
WELL_392,2024-08-20,Optimization,A3,West,0.0,Optimization for well WELL_392 on horizon A3
WELL_393,2023-06-18,Pump replacement,B1,East,0.0,Pump replacement for well WELL_393 on horizon B1
WELL_396,2024-10-25,Treatment of the near-well zone,C1,South,1.51,Treatment of the near-well zone for well WELL_396 on horizon C1
WELL_396,2023-05-17,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_396 on horizon C1
WELL_397,2025-03-03,Hydraulic fracturing,C2,West,1.75,Hydraulic fracturing for well WELL_397 on horizon C2
WELL_397,2024-01-13,Change of horizon,C2,West,0.0,Change of horizon for well WELL_397 on horizon C2
WELL_397,2023-05-07,Well intervention,C2,West,0.0,Well intervention for well WELL_397 on horizon C2
WELL_397,2024-06-18,Pump replacement,C2,West,0.0,Pump replacement for well WELL_397 on horizon C2
WELL_398,2023-11-11,Hydraulic fracturing,D1,East,1.48,Hydraulic fracturing for well WELL_398 on horizon D1
WELL_398,2024-11-04,Well intervention,D1,East,0.0,Well intervention for well WELL_398 on horizon D1
WELL_398,2025-03-29,Workover,D1,East,2.03,Workover for well WELL_398 on horizon D1
WELL_399,2023-02-11,Isolation of water influx,D2,Central,0.0,Isolation of water influx for well WELL_399 on horizon D2
WELL_399,2024-06-30,Treatment of the near-well zone,D2,Central,1.22,Treatment of the near-well zone for well WELL_399 on horizon D2
WELL_399,2024-10-06,Workover,D2,Central,1.1,Workover for well WELL_399 on horizon D2
WELL_400,2023-10-04,Change of horizon,A1,North,0.0,Change of horizon for well WELL_400 on horizon A1
WELL_400,2023-11-18,Workover,A1,North,1.22,Workover for well WELL_400 on horizon A1
WELL_400,2023-08-07,Optimization,A1,North,0.0,Optimization for well WELL_400 on horizon A1
WELL_400,2024-01-16,Well intervention,A1,North,0.0,Well intervention for well WELL_400 on horizon A1
WELL_402,2024-05-11,Treatment of the near-well zone,A3,West,1.83,Treatment of the near-well zone for well WELL_402 on horizon A3
WELL_402,2023-12-07,Hydraulic fracturing,A3,West,2.5,Hydraulic fracturing for well WELL_402 on horizon A3
WELL_403,2024-02-10,Pump replacement,B1,East,0.0,Pump replacement for well WELL_403 on horizon B1
WELL_403,2023-09-18,Change of horizon,B1,East,0.0,Change of horizon for well WELL_403 on horizon B1
WELL_403,2023-08-01,Workover,B1,East,2.02,Workover for well WELL_403 on horizon B1
WELL_404,2023-07-30,Change of horizon,B2,Central,0.0,Change of horizon for well WELL_404 on horizon B2
WELL_405,2024-07-23,Workover,B3,North,1.79,Workover for well WELL_405 on horizon B3
WELL_406,2024-06-06,Pump replacement,C1,South,0.0,Pump replacement for well WELL_406 on horizon C1
WELL_408,2024-12-30,Treatment of the near-well zone,D1,East,2.72,Treatment of the near-well zone for well WELL_408 on horizon D1
WELL_408,2023-03-14,Workover,D1,East,1.27,Workover for well WELL_408 on horizon D1
WELL_408,2024-12-02,Hydraulic fracturing,D1,East,2.6,Hydraulic fracturing for well WELL_408 on horizon D1
WELL_409,2024-10-07,Hydraulic fracturing,D2,Central,2.6,Hydraulic fracturing for well WELL_409 on horizon D2
WELL_409,2024-11-26,Treatment of the near-well zone,D2,Central,1.97,Treatment of the near-well zone for well WELL_409 on horizon D2
WELL_409,2025-03-20,Workover,D2,Central,2.7,Workover for well WELL_409 on horizon D2
WELL_410,2024-09-28,Optimization,A1,North,0.0,Optimization for well WELL_410 on horizon A1
WELL_410,2023-06-26,Isolation of water influx,A1,North,0.0,Isolation of water influx for well WELL_410 on horizon A1
WELL_411,2023-11-13,Hydraulic fracturing,A2,South,1.85,Hydraulic fracturing for well WELL_411 on horizon A2
WELL_411,2023-04-16,Change of horizon,A2,South,0.0,Change of horizon for well WELL_411 on horizon A2
WELL_411,2024-01-22,Well intervention,A2,South,0.0,Well intervention for well WELL_411 on horizon A2
WELL_411,2023-10-17,Hydraulic fracturing,A2,South,2.56,Hydraulic fracturing for well WELL_411 on horizon A2
WELL_412,2024-07-02,Optimization,A3,West,0.0,Optimization for well WELL_412 on horizon A3
WELL_412,2023-05-15,Change of horizon,A3,West,0.0,Change of horizon for well WELL_412 on horizon A3
WELL_412,2024-08-10,Hydraulic fracturing,A3,West,2.4,Hydraulic fracturing for well WELL_412 on horizon A3
WELL_412,2023-08-13,Treatment of the near-well zone,A3,West,1.57,Treatment of the near-well zone for well WELL_412 on horizon A3
WELL_413,2024-10-06,Isolation of water influx,B1,East,0.0,Isolation of water influx for well WELL_413 on horizon B1
WELL_413,2024-12-11,Workover,B1,East,1.52,Workover for well WELL_413 on horizon B1
WELL_413,2024-12-06,Change of horizon,B1,East,0.0,Change of horizon for well WELL_413 on horizon B1
WELL_413,2024-04-28,Isolation of water influx,B1,East,0.0,Isolation of water influx for well WELL_413 on horizon B1
WELL_413,2023-04-10,Isolation of water influx,B1,East,0.0,Isolation of water influx for well WELL_413 on horizon B1
WELL_414,2024-09-01,Optimization,B2,Central,0.0,Optimization for well WELL_414 on horizon B2
WELL_414,2023-06-20,Workover,B2,Central,1.45,Workover for well WELL_414 on horizon B2
WELL_415,2024-01-20,Optimization,B3,North,0.0,Optimization for well WELL_415 on horizon B3
WELL_415,2024-09-13,Isolation of water influx,B3,North,0.0,Isolation of water influx for well WELL_415 on horizon B3
WELL_417,2024-11-24,Hydraulic fracturing,C2,West,2.73,Hydraulic fracturing for well WELL_417 on horizon C2
WELL_417,2024-06-13,Change of horizon,C2,West,0.0,Change of horizon for well WELL_417 on horizon C2
WELL_417,2024-04-29,Hydraulic fracturing,C2,West,2.57,Hydraulic fracturing for well WELL_417 on horizon C2
WELL_417,2023-08-18,Optimization,C2,West,0.0,Optimization for well WELL_417 on horizon C2
WELL_417,2023-10-05,Treatment of the near-well zone,C2,West,2.09,Treatment of the near-well zone for well WELL_417 on horizon C2
WELL_418,2024-10-11,Isolation of water influx,D1,East,0.0,Isolation of water influx for well WELL_418 on horizon D1
WELL_418,2025-02-21,Isolation of water influx,D1,East,0.0,Isolation of water influx for well WELL_418 on horizon D1
WELL_418,2024-09-30,Pump replacement,D1,East,0.0,Pump replacement for well WELL_418 on horizon D1
WELL_418,2025-03-18,Hydraulic fracturing,D1,East,1.77,Hydraulic fracturing for well WELL_418 on horizon D1
WELL_418,2024-11-03,Treatment of the near-well zone,D1,East,2.93,Treatment of the near-well zone for well WELL_418 on horizon D1
WELL_419,2025-01-19,Workover,D2,Central,2.43,Workover for well WELL_419 on horizon D2
WELL_419,2025-03-24,Optimization,D2,Central,0.0,Optimization for well WELL_419 on horizon D2
WELL_419,2024-06-10,Change of horizon,D2,Central,0.0,Change of horizon for well WELL_419 on horizon D2
WELL_419,2023-02-23,Treatment of the near-well zone,D2,Central,2.16,Treatment of the near-well zone for well WELL_419 on horizon D2
WELL_420,2023-04-28,Optimization,A1,North,0.0,Optimization for well WELL_420 on horizon A1
WELL_420,2023-07-09,Treatment of the near-well zone,A1,North,1.15,Treatment of the near-well zone for well WELL_420 on horizon A1
WELL_421,2025-02-11,Optimization,A2,South,0.0,Optimization for well WELL_421 on horizon A2
WELL_424,2024-03-28,Hydraulic fracturing,B2,Central,2.32,Hydraulic fracturing for well WELL_424 on horizon B2
WELL_425,2025-02-21,Workover,B3,North,1.18,Workover for well WELL_425 on horizon B3
WELL_425,2023-11-08,Optimization,B3,North,0.0,Optimization for well WELL_425 on horizon B3
WELL_426,2023-04-19,Treatment of the near-well zone,C1,South,1.53,Treatment of the near-well zone for well WELL_426 on horizon C1
WELL_426,2024-01-18,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_426 on horizon C1
WELL_426,2024-08-04,Treatment of the near-well zone,C1,South,1.23,Treatment of the near-well zone for well WELL_426 on horizon C1
WELL_426,2024-06-13,Well intervention,C1,South,0.0,Well intervention for well WELL_426 on horizon C1
WELL_427,2023-03-08,Well intervention,C2,West,0.0,Well intervention for well WELL_427 on horizon C2
WELL_427,2023-05-31,Treatment of the near-well zone,C2,West,1.95,Treatment of the near-well zone for well WELL_427 on horizon C2
WELL_427,2023-11-16,Pump replacement,C2,West,0.0,Pump replacement for well WELL_427 on horizon C2
WELL_427,2024-01-04,Pump replacement,C2,West,0.0,Pump replacement for well WELL_427 on horizon C2
WELL_428,2024-03-13,Isolation of water influx,D1,East,0.0,Isolation of water influx for well WELL_428 on horizon D1
WELL_428,2023-09-16,Hydraulic fracturing,D1,East,2.89,Hydraulic fracturing for well WELL_428 on horizon D1
WELL_428,2023-09-15,Treatment of the near-well zone,D1,East,2.29,Treatment of the near-well zone for well WELL_428 on horizon D1
WELL_428,2023-11-25,Workover,D1,East,2.52,Workover for well WELL_428 on horizon D1
WELL_429,2024-11-19,Well intervention,D2,Central,0.0,Well intervention for well WELL_429 on horizon D2
WELL_429,2023-08-08,Change of horizon,D2,Central,0.0,Change of horizon for well WELL_429 on horizon D2
WELL_429,2024-08-04,Pump replacement,D2,Central,0.0,Pump replacement for well WELL_429 on horizon D2
WELL_429,2024-09-28,Isolation of water influx,D2,Central,0.0,Isolation of water influx for well WELL_429 on horizon D2
WELL_429,2023-04-17,Treatment of the near-well zone,D2,Central,2.01,Treatment of the near-well zone for well WELL_429 on horizon D2
WELL_430,2025-01-04,Workover,A1,North,2.89,Workover for well WELL_430 on horizon A1
WELL_430,2023-06-03,Change of horizon,A1,North,0.0,Change of horizon for well WELL_430 on horizon A1
WELL_430,2023-12-16,Isolation of water influx,A1,North,0.0,Isolation of water influx for well WELL_430 on horizon A1
WELL_430,2024-05-26,Pump replacement,A1,North,0.0,Pump replacement for well WELL_430 on horizon A1
WELL_431,2024-11-07,Workover,A2,South,1.95,Workover for well WELL_431 on horizon A2
WELL_431,2023-06-25,Isolation of water influx,A2,South,0.0,Isolation of water influx for well WELL_431 on horizon A2
WELL_431,2024-05-23,Pump replacement,A2,South,0.0,Pump replacement for well WELL_431 on horizon A2
WELL_431,2023-06-07,Pump replacement,A2,South,0.0,Pump replacement for well WELL_431 on horizon A2
WELL_432,2023-02-15,Workover,A3,West,1.12,Workover for well WELL_432 on horizon A3
WELL_433,2023-08-10,Hydraulic fracturing,B1,East,2.96,Hydraulic fracturing for well WELL_433 on horizon B1
WELL_433,2024-09-25,Well intervention,B1,East,0.0,Well intervention for well WELL_433 on horizon B1
WELL_434,2024-09-08,Treatment of the near-well zone,B2,Central,1.13,Treatment of the near-well zone for well WELL_434 on horizon B2
WELL_435,2023-02-21,Hydraulic fracturing,B3,North,1.5,Hydraulic fracturing for well WELL_435 on horizon B3
WELL_435,2023-04-03,Well intervention,B3,North,0.0,Well intervention for well WELL_435 on horizon B3
WELL_435,2024-02-09,Pump replacement,B3,North,0.0,Pump replacement for well WELL_435 on horizon B3
WELL_435,2023-02-19,Change of horizon,B3,North,0.0,Change of horizon for well WELL_435 on horizon B3
WELL_435,2024-04-24,Optimization,B3,North,0.0,Optimization for well WELL_435 on horizon B3
WELL_437,2024-11-05,Treatment of the near-well zone,C2,West,2.66,Treatment of the near-well zone for well WELL_437 on horizon C2
WELL_437,2024-06-08,Change of horizon,C2,West,0.0,Change of horizon for well WELL_437 on horizon C2
WELL_437,2023-03-04,Pump replacement,C2,West,0.0,Pump replacement for well WELL_437 on horizon C2
WELL_437,2024-02-15,Optimization,C2,West,0.0,Optimization for well WELL_437 on horizon C2
WELL_437,2024-01-23,Treatment of the near-well zone,C2,West,2.04,Treatment of the near-well zone for well WELL_437 on horizon C2
WELL_440,2024-06-02,Workover,A1,North,1.81,Workover for well WELL_440 on horizon A1
WELL_440,2024-09-24,Well intervention,A1,North,0.0,Well intervention for well WELL_440 on horizon A1
WELL_441,2023-12-14,Treatment of the near-well zone,A2,South,2.11,Treatment of the near-well zone for well WELL_441 on horizon A2
WELL_441,2024-01-01,Isolation of water influx,A2,South,0.0,Isolation of water influx for well WELL_441 on horizon A2
WELL_443,2023-10-19,Optimization,B1,East,0.0,Optimization for well WELL_443 on horizon B1
WELL_443,2023-11-08,Change of horizon,B1,East,0.0,Change of horizon for well WELL_443 on horizon B1
WELL_445,2023-07-31,Hydraulic fracturing,B3,North,2.17,Hydraulic fracturing for well WELL_445 on horizon B3
WELL_445,2024-11-24,Isolation of water influx,B3,North,0.0,Isolation of water influx for well WELL_445 on horizon B3
WELL_445,2024-06-21,Treatment of the near-well zone,B3,North,2.73,Treatment of the near-well zone for well WELL_445 on horizon B3
WELL_445,2023-10-09,Treatment of the near-well zone,B3,North,1.75,Treatment of the near-well zone for well WELL_445 on horizon B3
WELL_446,2023-02-28,Hydraulic fracturing,C1,South,2.99,Hydraulic fracturing for well WELL_446 on horizon C1
WELL_446,2025-02-14,Treatment of the near-well zone,C1,South,1.61,Treatment of the near-well zone for well WELL_446 on horizon C1
WELL_446,2023-10-03,Workover,C1,South,2.03,Workover for well WELL_446 on horizon C1
WELL_448,2024-02-19,Hydraulic fracturing,D1,East,1.21,Hydraulic fracturing for well WELL_448 on horizon D1
WELL_448,2025-02-04,Workover,D1,East,2.11,Workover for well WELL_448 on horizon D1
WELL_449,2024-11-22,Treatment of the near-well zone,D2,Central,2.84,Treatment of the near-well zone for well WELL_449 on horizon D2
WELL_450,2024-02-06,Change of horizon,A1,North,0.0,Change of horizon for well WELL_450 on horizon A1
WELL_450,2024-04-01,Pump replacement,A1,North,0.0,Pump replacement for well WELL_450 on horizon A1
WELL_452,2023-06-26,Optimization,A3,West,0.0,Optimization for well WELL_452 on horizon A3
WELL_452,2023-02-25,Isolation of water influx,A3,West,0.0,Isolation of water influx for well WELL_452 on horizon A3
WELL_452,2024-11-06,Pump replacement,A3,West,0.0,Pump replacement for well WELL_452 on horizon A3
WELL_452,2023-08-24,Isolation of water influx,A3,West,0.0,Isolation of water influx for well WELL_452 on horizon A3
WELL_452,2024-05-06,Workover,A3,West,1.44,Workover for well WELL_452 on horizon A3
WELL_453,2024-12-01,Change of horizon,B1,East,0.0,Change of horizon for well WELL_453 on horizon B1
WELL_453,2024-04-12,Workover,B1,East,1.95,Workover for well WELL_453 on horizon B1
WELL_454,2023-07-08,Workover,B2,Central,1.97,Workover for well WELL_454 on horizon B2
WELL_454,2023-04-10,Change of horizon,B2,Central,0.0,Change of horizon for well WELL_454 on horizon B2
WELL_454,2023-06-02,Change of horizon,B2,Central,0.0,Change of horizon for well WELL_454 on horizon B2
WELL_454,2024-10-22,Isolation of water influx,B2,Central,0.0,Isolation of water influx for well WELL_454 on horizon B2
WELL_455,2024-08-29,Well intervention,B3,North,0.0,Well intervention for well WELL_455 on horizon B3
WELL_455,2023-07-04,Pump replacement,B3,North,0.0,Pump replacement for well WELL_455 on horizon B3
WELL_457,2025-03-01,Optimization,C2,West,0.0,Optimization for well WELL_457 on horizon C2
WELL_457,2024-03-24,Pump replacement,C2,West,0.0,Pump replacement for well WELL_457 on horizon C2
WELL_457,2023-09-10,Well intervention,C2,West,0.0,Well intervention for well WELL_457 on horizon C2
WELL_457,2024-05-10,Hydraulic fracturing,C2,West,1.37,Hydraulic fracturing for well WELL_457 on horizon C2
WELL_457,2023-02-12,Optimization,C2,West,0.0,Optimization for well WELL_457 on horizon C2
